id,name,height,weight,lang,types
73,tentacruel,16,550,"[['ドククラゲ', 'ja-Hrkt'], ['Dokukurage', 'roomaji'], ['독파리', 'ko'], ['毒刺水母', 'zh-Hant'], ['Tentacruel', 'fr'], ['Tentoxa', 'de'], ['Tentacruel', 'es'], ['Tentacruel', 'it'], ['Tentacruel', 'en'], ['ドククラゲ', 'ja'], ['毒刺水母', 'zh-Hans']]","[[1, 'water'], [2, 'poison']]"
74,geodude,4,200,"[['イシツブテ', 'ja-Hrkt'], ['Isitsubute', 'roomaji'], ['꼬마돌', 'ko'], ['小拳石', 'zh-Hant'], ['Racaillou', 'fr'], ['Kleinstein', 'de'], ['Geodude', 'es'], ['Geodude', 'it'], ['Geodude', 'en'], ['イシツブテ', 'ja'], ['小拳石', 'zh-Hans']]","[[1, 'rock'], [2, 'ground']]"
75,graveler,10,1050,"[['ゴローン', 'ja-Hrkt'], ['Golone', 'roomaji'], ['데구리', 'ko'], ['隆隆石', 'zh-Hant'], ['Gravalanch', 'fr'], ['Georok', 'de'], ['Graveler', 'es'], ['Graveler', 'it'], ['Graveler', 'en'], ['ゴローン', 'ja'], ['隆隆石', 'zh-Hans']]","[[1, 'rock'], [2, 'ground']]"
76,golem,14,3000,"[['ゴローニャ', 'ja-Hrkt'], ['Golonya', 'roomaji'], ['딱구리', 'ko'], ['隆隆岩', 'zh-Hant'], ['Grolem', 'fr'], ['Geowaz', 'de'], ['Golem', 'es'], ['Golem', 'it'], ['Golem', 'en'], ['ゴローニャ', 'ja'], ['隆隆岩', 'zh-Hans']]","[[1, 'rock'], [2, 'ground']]"
77,ponyta,10,300,"[['ポニータ', 'ja-Hrkt'], ['Ponyta', 'roomaji'], ['포니타', 'ko'], ['小火馬', 'zh-Hant'], ['Ponyta', 'fr'], ['Ponita', 'de'], ['Ponyta', 'es'], ['Ponyta', 'it'], ['Ponyta', 'en'], ['ポニータ', 'ja'], ['小火马', 'zh-Hans']]","[[1, 'fire']]"
78,rapidash,17,950,"[['ギャロップ', 'ja-Hrkt'], ['Gallop', 'roomaji'], ['날쌩마', 'ko'], ['烈焰馬', 'zh-Hant'], ['Galopa', 'fr'], ['Gallopa', 'de'], ['Rapidash', 'es'], ['Rapidash', 'it'], ['Rapidash', 'en'], ['ギャロップ', 'ja'], ['烈焰马', 'zh-Hans']]","[[1, 'fire']]"
79,slowpoke,12,360,"[['ヤドン', 'ja-Hrkt'], ['Yadon', 'roomaji'], ['야돈', 'ko'], ['呆呆獸', 'zh-Hant'], ['Ramoloss', 'fr'], ['Flegmon', 'de'], ['Slowpoke', 'es'], ['Slowpoke', 'it'], ['Slowpoke', 'en'], ['ヤドン', 'ja'], ['呆呆兽', 'zh-Hans']]","[[1, 'water'], [2, 'psychic']]"
80,slowbro,16,785,"[['ヤドラン', 'ja-Hrkt'], ['Yadoran', 'roomaji'], ['야도란', 'ko'], ['呆殼獸', 'zh-Hant'], ['Flagadoss', 'fr'], ['Lahmus', 'de'], ['Slowbro', 'es'], ['Slowbro', 'it'], ['Slowbro', 'en'], ['ヤドラン', 'ja'], ['呆壳兽', 'zh-Hans']]","[[1, 'water'], [2, 'psychic']]"
81,magnemite,3,60,"[['コイル', 'ja-Hrkt'], ['Coil', 'roomaji'], ['코일', 'ko'], ['小磁怪', 'zh-Hant'], ['Magnéti', 'fr'], ['Magnetilo', 'de'], ['Magnemite', 'es'], ['Magnemite', 'it'], ['Magnemite', 'en'], ['コイル', 'ja'], ['小磁怪', 'zh-Hans']]","[[1, 'electric'], [2, 'steel']]"
82,magneton,10,600,"[['レアコイル', 'ja-Hrkt'], ['Rarecoil', 'roomaji'], ['레어코일', 'ko'], ['三合一磁怪', 'zh-Hant'], ['Magnéton', 'fr'], ['Magneton', 'de'], ['Magneton', 'es'], ['Magneton', 'it'], ['Magneton', 'en'], ['レアコイル', 'ja'], ['三合一磁怪', 'zh-Hans']]","[[1, 'electric'], [2, 'steel']]"
83,farfetchd,8,150,"[['カモネギ', 'ja-Hrkt'], ['Kamonegi', 'roomaji'], ['파오리', 'ko'], ['大蔥鴨', 'zh-Hant'], ['Canarticho', 'fr'], ['Porenta', 'de'], ['Farfetch’d', 'es'], ['Farfetch’d', 'it'], ['Farfetch’d', 'en'], ['カモネギ', 'ja'], ['大葱鸭', 'zh-Hans']]","[[1, 'normal'], [2, 'flying']]"
84,doduo,14,392,"[['ドードー', 'ja-Hrkt'], ['Dodo', 'roomaji'], ['두두', 'ko'], ['嘟嘟', 'zh-Hant'], ['Doduo', 'fr'], ['Dodu', 'de'], ['Doduo', 'es'], ['Doduo', 'it'], ['Doduo', 'en'], ['ドードー', 'ja'], ['嘟嘟', 'zh-Hans']]","[[1, 'normal'], [2, 'flying']]"
85,dodrio,18,852,"[['ドードリオ', 'ja-Hrkt'], ['Dodorio', 'roomaji'], ['두트리오', 'ko'], ['嘟嘟利', 'zh-Hant'], ['Dodrio', 'fr'], ['Dodri', 'de'], ['Dodrio', 'es'], ['Dodrio', 'it'], ['Dodrio', 'en'], ['ドードリオ', 'ja'], ['嘟嘟利', 'zh-Hans']]","[[1, 'normal'], [2, 'flying']]"
86,seel,11,900,"[['パウワウ', 'ja-Hrkt'], ['Pawou', 'roomaji'], ['쥬쥬', 'ko'], ['小海獅', 'zh-Hant'], ['Otaria', 'fr'], ['Jurob', 'de'], ['Seel', 'es'], ['Seel', 'it'], ['Seel', 'en'], ['パウワウ', 'ja'], ['小海狮', 'zh-Hans']]","[[1, 'water']]"
87,dewgong,17,1200,"[['ジュゴン', 'ja-Hrkt'], ['Jugon', 'roomaji'], ['쥬레곤', 'ko'], ['白海獅', 'zh-Hant'], ['Lamantine', 'fr'], ['Jugong', 'de'], ['Dewgong', 'es'], ['Dewgong', 'it'], ['Dewgong', 'en'], ['ジュゴン', 'ja'], ['白海狮', 'zh-Hans']]","[[1, 'water'], [2, 'ice']]"
88,grimer,9,300,"[['ベトベター', 'ja-Hrkt'], ['Betbeter', 'roomaji'], ['질퍽이', 'ko'], ['臭泥', 'zh-Hant'], ['Tadmorv', 'fr'], ['Sleima', 'de'], ['Grimer', 'es'], ['Grimer', 'it'], ['Grimer', 'en'], ['ベトベター', 'ja'], ['臭泥', 'zh-Hans']]","[[1, 'poison']]"
89,muk,12,300,"[['ベトベトン', 'ja-Hrkt'], ['Betbeton', 'roomaji'], ['질뻐기', 'ko'], ['臭臭泥', 'zh-Hant'], ['Grotadmorv', 'fr'], ['Sleimok', 'de'], ['Muk', 'es'], ['Muk', 'it'], ['Muk', 'en'], ['ベトベトン', 'ja'], ['臭臭泥', 'zh-Hans']]","[[1, 'poison']]"
90,shellder,3,40,"[['シェルダー', 'ja-Hrkt'], ['Shellder', 'roomaji'], ['셀러', 'ko'], ['大舌貝', 'zh-Hant'], ['Kokiyas', 'fr'], ['Muschas', 'de'], ['Shellder', 'es'], ['Shellder', 'it'], ['Shellder', 'en'], ['シェルダー', 'ja'], ['大舌贝', 'zh-Hans']]","[[1, 'water']]"
91,cloyster,15,1325,"[['パルシェン', 'ja-Hrkt'], ['Parshen', 'roomaji'], ['파르셀', 'ko'], ['刺甲貝', 'zh-Hant'], ['Crustabri', 'fr'], ['Austos', 'de'], ['Cloyster', 'es'], ['Cloyster', 'it'], ['Cloyster', 'en'], ['パルシェン', 'ja'], ['刺甲贝', 'zh-Hans']]","[[1, 'water'], [2, 'ice']]"
92,gastly,13,1,"[['ゴース', 'ja-Hrkt'], ['Ghos', 'roomaji'], ['고오스', 'ko'], ['鬼斯', 'zh-Hant'], ['Fantominus', 'fr'], ['Nebulak', 'de'], ['Gastly', 'es'], ['Gastly', 'it'], ['Gastly', 'en'], ['ゴース', 'ja'], ['鬼斯', 'zh-Hans']]","[[1, 'ghost'], [2, 'poison']]"
93,haunter,16,1,"[['ゴースト', 'ja-Hrkt'], ['Ghost', 'roomaji'], ['고우스트', 'ko'], ['鬼斯通', 'zh-Hant'], ['Spectrum', 'fr'], ['Alpollo', 'de'], ['Haunter', 'es'], ['Haunter', 'it'], ['Haunter', 'en'], ['ゴースト', 'ja'], ['鬼斯通', 'zh-Hans']]","[[1, 'ghost'], [2, 'poison']]"
94,gengar,15,405,"[['ゲンガー', 'ja-Hrkt'], ['Gangar', 'roomaji'], ['팬텀', 'ko'], ['耿鬼', 'zh-Hant'], ['Ectoplasma', 'fr'], ['Gengar', 'de'], ['Gengar', 'es'], ['Gengar', 'it'], ['Gengar', 'en'], ['ゲンガー', 'ja'], ['耿鬼', 'zh-Hans']]","[[1, 'ghost'], [2, 'poison']]"
95,onix,88,2100,"[['イワーク', 'ja-Hrkt'], ['Iwark', 'roomaji'], ['롱스톤', 'ko'], ['大岩蛇', 'zh-Hant'], ['Onix', 'fr'], ['Onix', 'de'], ['Onix', 'es'], ['Onix', 'it'], ['Onix', 'en'], ['イワーク', 'ja'], ['大岩蛇', 'zh-Hans']]","[[1, 'rock'], [2, 'ground']]"
96,drowzee,10,324,"[['スリープ', 'ja-Hrkt'], ['Sleep', 'roomaji'], ['슬리프', 'ko'], ['催眠貘', 'zh-Hant'], ['Soporifik', 'fr'], ['Traumato', 'de'], ['Drowzee', 'es'], ['Drowzee', 'it'], ['Drowzee', 'en'], ['スリープ', 'ja'], ['催眠貘', 'zh-Hans']]","[[1, 'psychic']]"
97,hypno,16,756,"[['スリーパー', 'ja-Hrkt'], ['Sleeper', 'roomaji'], ['슬리퍼', 'ko'], ['引夢貘人', 'zh-Hant'], ['Hypnomade', 'fr'], ['Hypno', 'de'], ['Hypno', 'es'], ['Hypno', 'it'], ['Hypno', 'en'], ['スリーパー', 'ja'], ['引梦貘人', 'zh-Hans']]","[[1, 'psychic']]"
98,krabby,4,65,"[['クラブ', 'ja-Hrkt'], ['Crab', 'roomaji'], ['크랩', 'ko'], ['大鉗蟹', 'zh-Hant'], ['Krabby', 'fr'], ['Krabby', 'de'], ['Krabby', 'es'], ['Krabby', 'it'], ['Krabby', 'en'], ['クラブ', 'ja'], ['大钳蟹', 'zh-Hans']]","[[1, 'water']]"
99,kingler,13,600,"[['キングラー', 'ja-Hrkt'], ['Kingler', 'roomaji'], ['킹크랩', 'ko'], ['巨鉗蟹', 'zh-Hant'], ['Krabboss', 'fr'], ['Kingler', 'de'], ['Kingler', 'es'], ['Kingler', 'it'], ['Kingler', 'en'], ['キングラー', 'ja'], ['巨钳蟹', 'zh-Hans']]","[[1, 'water']]"
100,voltorb,5,104,"[['ビリリダマ', 'ja-Hrkt'], ['Biriridama', 'roomaji'], ['찌리리공', 'ko'], ['霹靂電球', 'zh-Hant'], ['Voltorbe', 'fr'], ['Voltobal', 'de'], ['Voltorb', 'es'], ['Voltorb', 'it'], ['Voltorb', 'en'], ['ビリリダマ', 'ja'], ['霹雳电球', 'zh-Hans']]","[[1, 'electric']]"
101,electrode,12,666,"[['マルマイン', 'ja-Hrkt'], ['Marumine', 'roomaji'], ['붐볼', 'ko'], ['頑皮雷彈', 'zh-Hant'], ['Électrode', 'fr'], ['Lektrobal', 'de'], ['Electrode', 'es'], ['Electrode', 'it'], ['Electrode', 'en'], ['マルマイン', 'ja'], ['顽皮雷弹', 'zh-Hans']]","[[1, 'electric']]"
102,exeggcute,4,25,"[['タマタマ', 'ja-Hrkt'], ['Tamatama', 'roomaji'], ['아라리', 'ko'], ['蛋蛋', 'zh-Hant'], ['Noeunoeuf', 'fr'], ['Owei', 'de'], ['Exeggcute', 'es'], ['Exeggcute', 'it'], ['Exeggcute', 'en'], ['タマタマ', 'ja'], ['蛋蛋', 'zh-Hans']]","[[1, 'grass'], [2, 'psychic']]"
103,exeggutor,20,1200,"[['ナッシー', 'ja-Hrkt'], ['Nassy', 'roomaji'], ['나시', 'ko'], ['椰蛋樹', 'zh-Hant'], ['Noadkoko', 'fr'], ['Kokowei', 'de'], ['Exeggutor', 'es'], ['Exeggutor', 'it'], ['Exeggutor', 'en'], ['ナッシー', 'ja'], ['椰蛋树', 'zh-Hans']]","[[1, 'grass'], [2, 'psychic']]"
104,cubone,4,65,"[['カラカラ', 'ja-Hrkt'], ['Karakara', 'roomaji'], ['탕구리', 'ko'], ['卡拉卡拉', 'zh-Hant'], ['Osselait', 'fr'], ['Tragosso', 'de'], ['Cubone', 'es'], ['Cubone', 'it'], ['Cubone', 'en'], ['カラカラ', 'ja'], ['卡拉卡拉', 'zh-Hans']]","[[1, 'ground']]"
105,marowak,10,450,"[['ガラガラ', 'ja-Hrkt'], ['Garagara', 'roomaji'], ['텅구리', 'ko'], ['嘎啦嘎啦', 'zh-Hant'], ['Ossatueur', 'fr'], ['Knogga', 'de'], ['Marowak', 'es'], ['Marowak', 'it'], ['Marowak', 'en'], ['ガラガラ', 'ja'], ['嘎啦嘎啦', 'zh-Hans']]","[[1, 'ground']]"
106,hitmonlee,15,498,"[['サワムラー', 'ja-Hrkt'], ['Sawamular', 'roomaji'], ['시라소몬', 'ko'], ['飛腿郎', 'zh-Hant'], ['Kicklee', 'fr'], ['Kicklee', 'de'], ['Hitmonlee', 'es'], ['Hitmonlee', 'it'], ['Hitmonlee', 'en'], ['サワムラー', 'ja'], ['飞腿郎', 'zh-Hans']]","[[1, 'fighting']]"
107,hitmonchan,14,502,"[['エビワラー', 'ja-Hrkt'], ['Ebiwalar', 'roomaji'], ['홍수몬', 'ko'], ['快拳郎', 'zh-Hant'], ['Tygnon', 'fr'], ['Nockchan', 'de'], ['Hitmonchan', 'es'], ['Hitmonchan', 'it'], ['Hitmonchan', 'en'], ['エビワラー', 'ja'], ['快拳郎', 'zh-Hans']]","[[1, 'fighting']]"
108,lickitung,12,655,"[['ベロリンガ', 'ja-Hrkt'], ['Beroringa', 'roomaji'], ['내루미', 'ko'], ['大舌頭', 'zh-Hant'], ['Excelangue', 'fr'], ['Schlurp', 'de'], ['Lickitung', 'es'], ['Lickitung', 'it'], ['Lickitung', 'en'], ['ベロリンガ', 'ja'], ['大舌头', 'zh-Hans']]","[[1, 'normal']]"
109,koffing,6,10,"[['ドガース', 'ja-Hrkt'], ['Dogars', 'roomaji'], ['또가스', 'ko'], ['瓦斯彈', 'zh-Hant'], ['Smogo', 'fr'], ['Smogon', 'de'], ['Koffing', 'es'], ['Koffing', 'it'], ['Koffing', 'en'], ['ドガース', 'ja'], ['瓦斯弹', 'zh-Hans']]","[[1, 'poison']]"
110,weezing,12,95,"[['マタドガス', 'ja-Hrkt'], ['Matadogas', 'roomaji'], ['또도가스', 'ko'], ['雙彈瓦斯', 'zh-Hant'], ['Smogogo', 'fr'], ['Smogmog', 'de'], ['Weezing', 'es'], ['Weezing', 'it'], ['Weezing', 'en'], ['マタドガス', 'ja'], ['双弹瓦斯', 'zh-Hans']]","[[1, 'poison']]"
111,rhyhorn,10,1150,"[['サイホーン', 'ja-Hrkt'], ['Sihorn', 'roomaji'], ['뿔카노', 'ko'], ['獨角犀牛', 'zh-Hant'], ['Rhinocorne', 'fr'], ['Rihorn', 'de'], ['Rhyhorn', 'es'], ['Rhyhorn', 'it'], ['Rhyhorn', 'en'], ['サイホーン', 'ja'], ['独角犀牛', 'zh-Hans']]","[[1, 'ground'], [2, 'rock']]"
112,rhydon,19,1200,"[['サイドン', 'ja-Hrkt'], ['Sidon', 'roomaji'], ['코뿌리', 'ko'], ['鑽角犀獸', 'zh-Hant'], ['Rhinoféros', 'fr'], ['Rizeros', 'de'], ['Rhydon', 'es'], ['Rhydon', 'it'], ['Rhydon', 'en'], ['サイドン', 'ja'], ['钻角犀兽', 'zh-Hans']]","[[1, 'ground'], [2, 'rock']]"
113,chansey,11,346,"[['ラッキー', 'ja-Hrkt'], ['Lucky', 'roomaji'], ['럭키', 'ko'], ['吉利蛋', 'zh-Hant'], ['Leveinard', 'fr'], ['Chaneira', 'de'], ['Chansey', 'es'], ['Chansey', 'it'], ['Chansey', 'en'], ['ラッキー', 'ja'], ['吉利蛋', 'zh-Hans']]","[[1, 'normal']]"
114,tangela,10,350,"[['モンジャラ', 'ja-Hrkt'], ['Monjara', 'roomaji'], ['덩쿠리', 'ko'], ['蔓藤怪', 'zh-Hant'], ['Saquedeneu', 'fr'], ['Tangela', 'de'], ['Tangela', 'es'], ['Tangela', 'it'], ['Tangela', 'en'], ['モンジャラ', 'ja'], ['蔓藤怪', 'zh-Hans']]","[[1, 'grass']]"
115,kangaskhan,22,800,"[['ガルーラ', 'ja-Hrkt'], ['Garura', 'roomaji'], ['캥카', 'ko'], ['袋獸', 'zh-Hant'], ['Kangourex', 'fr'], ['Kangama', 'de'], ['Kangaskhan', 'es'], ['Kangaskhan', 'it'], ['Kangaskhan', 'en'], ['ガルーラ', 'ja'], ['袋兽', 'zh-Hans']]","[[1, 'normal']]"
116,horsea,4,80,"[['タッツー', 'ja-Hrkt'], ['Tattu', 'roomaji'], ['쏘드라', 'ko'], ['墨海馬', 'zh-Hant'], ['Hypotrempe', 'fr'], ['Seeper', 'de'], ['Horsea', 'es'], ['Horsea', 'it'], ['Horsea', 'en'], ['タッツー', 'ja'], ['墨海马', 'zh-Hans']]","[[1, 'water']]"
117,seadra,12,250,"[['シードラ', 'ja-Hrkt'], ['Seadra', 'roomaji'], ['시드라', 'ko'], ['海刺龍', 'zh-Hant'], ['Hypocéan', 'fr'], ['Seemon', 'de'], ['Seadra', 'es'], ['Seadra', 'it'], ['Seadra', 'en'], ['シードラ', 'ja'], ['海刺龙', 'zh-Hans']]","[[1, 'water']]"
118,goldeen,6,150,"[['トサキント', 'ja-Hrkt'], ['Tosakinto', 'roomaji'], ['콘치', 'ko'], ['角金魚', 'zh-Hant'], ['Poissirène', 'fr'], ['Goldini', 'de'], ['Goldeen', 'es'], ['Goldeen', 'it'], ['Goldeen', 'en'], ['トサキント', 'ja'], ['角金鱼', 'zh-Hans']]","[[1, 'water']]"
119,seaking,13,390,"[['アズマオウ', 'ja-Hrkt'], ['Azumao', 'roomaji'], ['왕콘치', 'ko'], ['金魚王', 'zh-Hant'], ['Poissoroy', 'fr'], ['Golking', 'de'], ['Seaking', 'es'], ['Seaking', 'it'], ['Seaking', 'en'], ['アズマオウ', 'ja'], ['金鱼王', 'zh-Hans']]","[[1, 'water']]"
120,staryu,8,345,"[['ヒトデマン', 'ja-Hrkt'], ['Hitodeman', 'roomaji'], ['별가사리', 'ko'], ['海星星', 'zh-Hant'], ['Stari', 'fr'], ['Sterndu', 'de'], ['Staryu', 'es'], ['Staryu', 'it'], ['Staryu', 'en'], ['ヒトデマン', 'ja'], ['海星星', 'zh-Hans']]","[[1, 'water']]"
121,starmie,11,800,"[['スターミー', 'ja-Hrkt'], ['Starmie', 'roomaji'], ['아쿠스타', 'ko'], ['寶石海星', 'zh-Hant'], ['Staross', 'fr'], ['Starmie', 'de'], ['Starmie', 'es'], ['Starmie', 'it'], ['Starmie', 'en'], ['スターミー', 'ja'], ['宝石海星', 'zh-Hans']]","[[1, 'water'], [2, 'psychic']]"
122,mr-mime,13,545,"[['バリヤード', 'ja-Hrkt'], ['Barrierd', 'roomaji'], ['마임맨', 'ko'], ['魔牆人偶', 'zh-Hant'], ['M. Mime', 'fr'], ['Pantimos', 'de'], ['Mr. Mime', 'es'], ['Mr. Mime', 'it'], ['Mr. Mime', 'en'], ['バリヤード', 'ja'], ['魔墙人偶', 'zh-Hans']]","[[1, 'psychic'], [2, 'fairy']]"
123,scyther,15,560,"[['ストライク', 'ja-Hrkt'], ['Strike', 'roomaji'], ['스라크', 'ko'], ['飛天螳螂', 'zh-Hant'], ['Insécateur', 'fr'], ['Sichlor', 'de'], ['Scyther', 'es'], ['Scyther', 'it'], ['Scyther', 'en'], ['ストライク', 'ja'], ['飞天螳螂', 'zh-Hans']]","[[1, 'bug'], [2, 'flying']]"
124,jynx,14,406,"[['ルージュラ', 'ja-Hrkt'], ['Rougela', 'roomaji'], ['루주라', 'ko'], ['迷唇姐', 'zh-Hant'], ['Lippoutou', 'fr'], ['Rossana', 'de'], ['Jynx', 'es'], ['Jynx', 'it'], ['Jynx', 'en'], ['ルージュラ', 'ja'], ['迷唇姐', 'zh-Hans']]","[[1, 'ice'], [2, 'psychic']]"
125,electabuzz,11,300,"[['エレブー', 'ja-Hrkt'], ['Eleboo', 'roomaji'], ['에레브', 'ko'], ['電擊獸', 'zh-Hant'], ['Élektek', 'fr'], ['Elektek', 'de'], ['Electabuzz', 'es'], ['Electabuzz', 'it'], ['Electabuzz', 'en'], ['エレブー', 'ja'], ['电击兽', 'zh-Hans']]","[[1, 'electric']]"
126,magmar,13,445,"[['ブーバー', 'ja-Hrkt'], ['Boober', 'roomaji'], ['마그마', 'ko'], ['鴨嘴火獸', 'zh-Hant'], ['Magmar', 'fr'], ['Magmar', 'de'], ['Magmar', 'es'], ['Magmar', 'it'], ['Magmar', 'en'], ['ブーバー', 'ja'], ['鸭嘴火兽', 'zh-Hans']]","[[1, 'fire']]"
127,pinsir,15,550,"[['カイロス', 'ja-Hrkt'], ['Kailios', 'roomaji'], ['쁘사이저', 'ko'], ['凱羅斯', 'zh-Hant'], ['Scarabrute', 'fr'], ['Pinsir', 'de'], ['Pinsir', 'es'], ['Pinsir', 'it'], ['Pinsir', 'en'], ['カイロス', 'ja'], ['凯罗斯', 'zh-Hans']]","[[1, 'bug']]"
128,tauros,14,884,"[['ケンタロス', 'ja-Hrkt'], ['Kentauros', 'roomaji'], ['켄타로스', 'ko'], ['肯泰羅', 'zh-Hant'], ['Tauros', 'fr'], ['Tauros', 'de'], ['Tauros', 'es'], ['Tauros', 'it'], ['Tauros', 'en'], ['ケンタロス', 'ja'], ['肯泰罗', 'zh-Hans']]","[[1, 'normal']]"
129,magikarp,9,100,"[['コイキング', 'ja-Hrkt'], ['Koiking', 'roomaji'], ['잉어킹', 'ko'], ['鯉魚王', 'zh-Hant'], ['Magicarpe', 'fr'], ['Karpador', 'de'], ['Magikarp', 'es'], ['Magikarp', 'it'], ['Magikarp', 'en'], ['コイキング', 'ja'], ['鲤鱼王', 'zh-Hans']]","[[1, 'water']]"
130,gyarados,65,2350,"[['ギャラドス', 'ja-Hrkt'], ['Gyarados', 'roomaji'], ['갸라도스', 'ko'], ['暴鯉龍', 'zh-Hant'], ['Léviator', 'fr'], ['Garados', 'de'], ['Gyarados', 'es'], ['Gyarados', 'it'], ['Gyarados', 'en'], ['ギャラドス', 'ja'], ['暴鲤龙', 'zh-Hans']]","[[1, 'water'], [2, 'flying']]"
131,lapras,25,2200,"[['ラプラス', 'ja-Hrkt'], ['Laplace', 'roomaji'], ['라프라스', 'ko'], ['拉普拉斯', 'zh-Hant'], ['Lokhlass', 'fr'], ['Lapras', 'de'], ['Lapras', 'es'], ['Lapras', 'it'], ['Lapras', 'en'], ['ラプラス', 'ja'], ['拉普拉斯', 'zh-Hans']]","[[1, 'water'], [2, 'ice']]"
132,ditto,3,40,"[['メタモン', 'ja-Hrkt'], ['Metamon', 'roomaji'], ['메타몽', 'ko'], ['百變怪', 'zh-Hant'], ['Métamorph', 'fr'], ['Ditto', 'de'], ['Ditto', 'es'], ['Ditto', 'it'], ['Ditto', 'en'], ['メタモン', 'ja'], ['百变怪', 'zh-Hans']]","[[1, 'normal']]"
133,eevee,3,65,"[['イーブイ', 'ja-Hrkt'], ['Eievui', 'roomaji'], ['이브이', 'ko'], ['伊布', 'zh-Hant'], ['Évoli', 'fr'], ['Evoli', 'de'], ['Eevee', 'es'], ['Eevee', 'it'], ['Eevee', 'en'], ['イーブイ', 'ja'], ['伊布', 'zh-Hans']]","[[1, 'normal']]"
134,vaporeon,10,290,"[['シャワーズ', 'ja-Hrkt'], ['Showers', 'roomaji'], ['샤미드', 'ko'], ['水伊布', 'zh-Hant'], ['Aquali', 'fr'], ['Aquana', 'de'], ['Vaporeon', 'es'], ['Vaporeon', 'it'], ['Vaporeon', 'en'], ['シャワーズ', 'ja'], ['水伊布', 'zh-Hans']]","[[1, 'water']]"
135,jolteon,8,245,"[['サンダース', 'ja-Hrkt'], ['Thunders', 'roomaji'], ['쥬피썬더', 'ko'], ['雷伊布', 'zh-Hant'], ['Voltali', 'fr'], ['Blitza', 'de'], ['Jolteon', 'es'], ['Jolteon', 'it'], ['Jolteon', 'en'], ['サンダース', 'ja'], ['雷伊布', 'zh-Hans']]","[[1, 'electric']]"
136,flareon,9,250,"[['ブースター', 'ja-Hrkt'], ['Booster', 'roomaji'], ['부스터', 'ko'], ['火伊布', 'zh-Hant'], ['Pyroli', 'fr'], ['Flamara', 'de'], ['Flareon', 'es'], ['Flareon', 'it'], ['Flareon', 'en'], ['ブースター', 'ja'], ['火伊布', 'zh-Hans']]","[[1, 'fire']]"
137,porygon,8,365,"[['ポリゴン', 'ja-Hrkt'], ['Porygon', 'roomaji'], ['폴리곤', 'ko'], ['多邊獸', 'zh-Hant'], ['Porygon', 'fr'], ['Porygon', 'de'], ['Porygon', 'es'], ['Porygon', 'it'], ['Porygon', 'en'], ['ポリゴン', 'ja'], ['多边兽', 'zh-Hans']]","[[1, 'normal']]"
138,omanyte,4,75,"[['オムナイト', 'ja-Hrkt'], ['Omnite', 'roomaji'], ['암나이트', 'ko'], ['菊石獸', 'zh-Hant'], ['Amonita', 'fr'], ['Amonitas', 'de'], ['Omanyte', 'es'], ['Omanyte', 'it'], ['Omanyte', 'en'], ['オムナイト', 'ja'], ['菊石兽', 'zh-Hans']]","[[1, 'rock'], [2, 'water']]"
139,omastar,10,350,"[['オムスター', 'ja-Hrkt'], ['Omstar', 'roomaji'], ['암스타', 'ko'], ['多刺菊石獸', 'zh-Hant'], ['Amonistar', 'fr'], ['Amoroso', 'de'], ['Omastar', 'es'], ['Omastar', 'it'], ['Omastar', 'en'], ['オムスター', 'ja'], ['多刺菊石兽', 'zh-Hans']]","[[1, 'rock'], [2, 'water']]"
140,kabuto,5,115,"[['カブト', 'ja-Hrkt'], ['Kabuto', 'roomaji'], ['투구', 'ko'], ['化石盔', 'zh-Hant'], ['Kabuto', 'fr'], ['Kabuto', 'de'], ['Kabuto', 'es'], ['Kabuto', 'it'], ['Kabuto', 'en'], ['カブト', 'ja'], ['化石盔', 'zh-Hans']]","[[1, 'rock'], [2, 'water']]"
141,kabutops,13,405,"[['カブトプス', 'ja-Hrkt'], ['Kabutops', 'roomaji'], ['투구푸스', 'ko'], ['鐮刀盔', 'zh-Hant'], ['Kabutops', 'fr'], ['Kabutops', 'de'], ['Kabutops', 'es'], ['Kabutops', 'it'], ['Kabutops', 'en'], ['カブトプス', 'ja'], ['镰刀盔', 'zh-Hans']]","[[1, 'rock'], [2, 'water']]"
142,aerodactyl,18,590,"[['プテラ', 'ja-Hrkt'], ['Ptera', 'roomaji'], ['프테라', 'ko'], ['化石翼龍', 'zh-Hant'], ['Ptéra', 'fr'], ['Aerodactyl', 'de'], ['Aerodactyl', 'es'], ['Aerodactyl', 'it'], ['Aerodactyl', 'en'], ['プテラ', 'ja'], ['化石翼龙', 'zh-Hans']]","[[1, 'rock'], [2, 'flying']]"
143,snorlax,21,4600,"[['カビゴン', 'ja-Hrkt'], ['Kabigon', 'roomaji'], ['잠만보', 'ko'], ['卡比獸', 'zh-Hant'], ['Ronflex', 'fr'], ['Relaxo', 'de'], ['Snorlax', 'es'], ['Snorlax', 'it'], ['Snorlax', 'en'], ['カビゴン', 'ja'], ['卡比兽', 'zh-Hans']]","[[1, 'normal']]"
144,articuno,17,554,"[['フリーザー', 'ja-Hrkt'], ['Freezer', 'roomaji'], ['프리져', 'ko'], ['急凍鳥', 'zh-Hant'], ['Artikodin', 'fr'], ['Arktos', 'de'], ['Articuno', 'es'], ['Articuno', 'it'], ['Articuno', 'en'], ['フリーザー', 'ja'], ['急冻鸟', 'zh-Hans']]","[[1, 'ice'], [2, 'flying']]"
